Benchmark	Scheme	Parameters	Trial 1	Trial 2	Trial 3	Trial 4	Trial 5
crime_index_simplified	Python->Weld	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	0.199137926102	0.233175992966	0.214049100876	0.155262947083	0.239560842514
crime_index_simplified	Weld	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	0.970798015594	0.988599061966	0.905115127563	0.973185062408	1.09288692474
crime_index_simplified	Grizzly	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	20.9808	21.2262	21.0193	20.9304	21.3772
crime_index_simplified	Weld->Python	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	6.31809234619e-05	8.20159912109e-05	8.48770141602e-05	4.88758087158e-05	8.48770141602e-05
crime_index_simplified	Weld compile time	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	0.21876001358	0.263653993607	0.220142841339	0.250931978226	0.250753879547
crime_index_simplified	Pandas	s=1500, f=data/us_cities_states_counties_sf=%d.csv, n=20	16.9312	17.0043	16.9806	17.0403	16.9873
data_cleaning	Python->Weld	s=2000, f=data/311-service-requests-sf=%d.csv	0.454125165939	0.460607051849	0.569643974304	0.558217048645	0.390820980072
data_cleaning	Weld	s=2000, f=data/311-service-requests-sf=%d.csv	1.44774699211	1.30910897255	1.32217288017	1.31070590019	1.29735302925
data_cleaning	Grizzly	s=2000, f=data/311-service-requests-sf=%d.csv	9.2292	9.1088	9.2658	9.1923	9.0919
data_cleaning	Weld->Python	s=2000, f=data/311-service-requests-sf=%d.csv	0.000201940536499	0.00020694732666	0.000205993652344	0.000232934951782	0.00020694732666
data_cleaning	Weld compile time	s=2000, f=data/311-service-requests-sf=%d.csv	0.164155960083	0.163016080856	0.207762956619	0.165344953537	0.205646038055
data_cleaning	Pandas	s=2000, f=data/311-service-requests-sf=%d.csv	57.9094	58.5548	57.8621	57.5439	57.8583
